X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Defect_Type,Steel_Type
1307,1316,435871,435883,128,13,12,14016,81,132,1352,80,0.0676,0.2955,0.7059,0.0125,0.9231,1.0,0.0,2.1072,1.2305,1.0792,-0.2941,-0.1875,0.3419,Bumps,A300
1094,1108,340581,340598,266,44,25,32153,104,132,1356,80,0.3685,0.45,0.44,0.0184,0.6136,0.44,0.0,2.4249,1.3979,1.1461,-0.56,-0.0869,0.6453,Bumps,A300
408,415,141291,141311,51,7,7,6335,104,143,1360,120,0.5882,0.2778,0.6,0.0052,1.0,0.8571,0.0,1.7076,0.8451,0.7782,-0.4,-0.05,0.1659,Dirtiness,A300
39,191,2184746,2184752,5828,593,166,611544,38,141,1400,40,0.0557,0.4957,0.3701,0.1086,0.7182,0.4363,0.0,3.7692,2.1818,1.9191,-0.6299,-0.103,1.0,K_Scatch,A400
39,191,2616577,2616725,8344,616,365,945879,40,141,1400,40,0.0557,0.5793,0.8962,0.1086,0.237,0.4363,0.0,3.9214,2.1818,2.1703,-0.1038,-0.1063,1.0,K_Scatch,A400
39,190,1945494,1945611,10941,593,367,14830,104,135,1356,70,0.0,0.4331,0.1066,0.1071,0.7172,0.5053,1.0,4.0333,2.1761,2.2253,0.8934,-0.0909,1.0,Z_Scratch,A300
1033,1045,340224,340244,101,13,12,4695,41,84,1362,200,0.4632,0.5449,0.9231,0.0088,0.9231,1.0,0.0,2.0043,1.0792,1.0792,-0.0769,-0.585,0.2739,Bumps,A300
41,213,435916,4359266,6882,274,131,682403,41,124,1358,40,0.0604,0.4336,0.4154,0.1236,0.7166,0.5114,0.0,3.8377,2.2355,1.8325,-0.5876,-0.1891,1.0,K_Scatch,A400
1202,1216,2128884,2128907,148,15,22,14742,89,116,1353,185,0.2185,0.2197,0.4545,0.0081,0.6,1.0,1.0,2.1703,1.0414,1.3424,0.5454,-0.2079,0.3663,Pastry,A400
39,190,151196,1512991,13057,639,387,1507763,38,141,1400,40,0.0557,0.5019,0.9314,0.1084,0.2675,0.4363,1.0,4.1483,2.1818,2.1903,0.0686,-0.2423,1.0,K_Scatch,A400
41,226,1480323,1480475,13946,607,356,1577022,26,143,1400,40,0.0586,0.4891,0.8214,0.1257,0.2266,0.381,1.0,4.1453,2.2355,2.2253,0.1786,-0.0881,1.0,K_Scatch,A400
39,173,2638000,2638062,9349,462,260,1098162,42,135,1402,40,0.0556,0.5799,0.9341,0.0776,0.2749,0.4044,1.0,3.9708,2.0212,2.2148,0.0659,-0.1609,1.0,K_Scatch,A400
1196,1210,79360,79387,539,27,81,60860,77,124,1366,40,0.9173,0.2762,0.1,0.0044,0.2308,1.0,1.0,2.7259,0.7782,1.9085,0.9,-0.2663,0.944,Bumps,A400
43,214,1527208,1527274,13203,796,480,1515722,38,141,1402,40,0.0613,0.529,0.3771,0.125,0.2199,0.381,0.0,4.132,2.243,2.233,-0.6229,-0.0935,1.0,K_Scatch,A400
39,213,1664446,1664476,10941,757,24,1270726,25,141,1400,40,0.0557,0.4816,0.9007,0.1267,0.2394,0.4264,1.0,4.0609,2.2355,2.2355,0.0993,-0.0202,1.0,K_Scatch,A400
745,754,899390,899399,17,5,4,2274,113,141,1358,50,0.9061,0.15,0.8,0.0037,1.0,1.0,0.0,1.2305,0.699,0.6021,-0.2,-0.0052,0.1322,Stains,A400
724,733,3577116,3577127,76,15,11,9124,95,132,1648,80,0.9585,0.2349,0.9091,0.006,0.6667,1.0,1.0,1.8808,1.0,1.0414,0.0909,-0.1355,0.2173,Bumps,A300
39,216,2698232,2698294,6430,265,131,675748,38,124,1358,40,0.0574,0.4485,0.3785,0.1303,0.6604,0.4114,0.0,3.8033,2.248,1.8325,-0.6215,-0.1861,1.0,K_Scatch,A400
1588,1608,1436089,1436092,1148,90,155,102823,79,116,1684,80,0.0088,0.3155,0.1147,0.0047,0.1215,1.0,1.0,3.0515,1.1139,2.1703,0.8853,-0.3092,1.0,Pastry,A300
1228,1258,75758,75777,561,64,62,75006,120,141,1353,70,0.187,0.7209,0.5909,0.0289,0.5641,0.5968,0.0,2.7235,1.5911,1.5682,-0.4091,-0.0019,0.9998,Bumps,A400
39,64,2829623,2829590,1097,93,87,116653,84,141,1687,80,0.0556,0.4237,0.0393,0.0081,0.2785,1.0,1.0,3.0442,1.0414,1.9294,0.9607,-0.1427,0.9999,Dirtiness,A300
1589,1601,1225386,1225405,205,15,28,23267,92,126,1698,90,0.0877,0.4286,0.4286,0.0041,0.4667,1.0,1.0,2.3117,0.8451,1.4472,0.5714,-0.2035,0.417,Pastry,A300
1220,1228,1962342,1962347,17,12,6,2267,127,141,1358,50,0.2047,0.4333,0.8333,0.0044,0.8333,0.8333,0.0,1.2305,0.7782,0.699,-0.1667,-0.0283,0.14,Stains,A400
1059,1080,745890,745905,165,30,18,16601,91,134,1692,143,0.4621,0.5392,0.8824,0.0106,0.6,0.9444,0.0,2.2175,1.2553,1.2305,-0.1177,-0.1374,0.4219,Bumps,A300
1569,1592,1620649,1620708,578,54,29,61342,97,127,1664,40,0.2813,0.4286,0.5652,0.0303,0.6346,0.5833,0.0,2.7235,1.6233,1.3222,-0.4348,-0.1254,0.9546,Bumps,A400
119,172,186833,186914,170,39,34,20714,114,135,1358,40,0.1747,0.5298,0.3842,0.025,0.7909,0.4249,0.0,2.2304,1.5185,1.1139,-0.6158,-0.0705,0.556,K_Scatch,A400
873,891,1599135,1599173,169,27,26,19728,99,124,1356,69,0.7581,0.5702,0.4587,0.014,0.8049,0.9562,1.0,2.2279,1.2787,1.415,0.5413,-0.1162,0.556,Z_Scratch,A300
1325,1336,663138,663138,73,13,14,7446,81,111,1692,70,0.0374,0.2969,0.5714,0.0041,0.6923,1.0,1.0,1.8633,0.8451,1.1461,0.4286,-0.2651,0.2359,Pastry,A300
1595,1601,2413168,2413186,201,30,48,18671,51,84,1698,70,0.0519,0.3155,0.3429,0.0103,0.4091,1.0,1.0,2.3096,1.2305,1.6812,0.6571,-0.5211,0.7955,Pastry,A300
1576,1587,247445,247463,121,14,14,11759,64,109,1688,70,0.0924,0.256,0.8571,0.0071,0.8571,1.0,1.0,2.0828,1.0792,1.1461,0.1429,-0.321,0.2901,Bumps,A300
41,214,1715280,1715348,6404,242,131,660910,38,126,1358,40,0.0604,0.4556,0.3815,0.1274,0.7489,0.5,0.0,3.8033,2.238,1.8325,-0.6185,-0.1902,1.0,K_Scatch,A400
1065,1084,4387848,4387862,521,59,42,46379,84,117,1364,70,0.4368,0.5546,0.8839,0.0258,0.6809,0.7778,0.0,2.7168,1.5441,1.4624,-0.1161,-0.2663,0.9998,Bumps,A300
103,127,379740,379759,665,51,78,76380,92,132,1688,70,0.1515,0.2705,0.1437,0.0166,0.2105,1.0,1.0,2.8149,1.3617,1.8921,0.8562,-0.1435,0.9979,Pastry,A400
41,209,162885,162940,6277,243,129,652005,41,125,1358,40,0.0604,0.4079,0.3658,0.1259,0.6056,0.5116,0.0,3.7977,2.233,1.7708,-0.6358,-0.1904,1.0,K_Scatch,A400
1,18,377537,377585,3297,50,270,368381,50,126,1353,40,0.0147,0.5223,0.1197,0.0126,0.3333,1.0,1.0,3.5181,1.2305,2.3463,0.8803,-0.1851,1.0,K_Scatch,A400
1058,1084,3996148,3996170,168,28,22,16835,82,124,1694,80,0.4136,0.4,0.4286,0.0164,0.9643,0.8182,0.0,2.2253,1.4314,0.9542,-0.5714,-0.2312,0.417,Bumps,A300
1118,1130,1266537,1266548,67,12,12,6860,89,127,1650,70,0.6627,0.3889,1.0,0.0073,0.8333,1.0,0.5,1.8261,1.0,1.0792,0.0,-0.1998,0.2583,Bumps,A300
1252,1264,48235,48244,85,11,11,9522,141,182,1387,40,0.4146,0.0818,0.9091,0.0072,0.9091,1.0,1.0,1.9294,1.0,1.0414,0.0909,0.2839,0.2173,K_Scatch,A400
507,519,2425687,2425716,184,25,28,18471,82,132,1692,143,0.0591,0.4177,0.4444,0.01,0.7391,0.913,1.0,2.2648,1.2305,1.4472,0.5556,-0.1394,0.5362,Bumps,A300
1251,1263,813452,813500,69,24,16,7446,91,117,1354,70,0.1495,0.4394,0.8824,0.011,0.625,0.9375,0.0,1.8389,1.1761,1.1761,-0.1177,-0.2034,0.2469,Z_Scratch,A300
41,211,1434944,1435012,6381,291,159,678752,41,124,1356,40,0.0605,0.4569,0.358,0.1254,0.5742,0.4114,0.0,3.8049,2.2304,1.8195,-0.6421,-0.1904,1.0,K_Scatch,A400
1641,1665,2987424,2987515,838,151,151,782154,77,118,1692,70,0.0457,0.4362,0.3721,0.0157,0.181,0.8808,1.0,2.9464,1.415,2.1239,0.6279,-0.3307,1.0,Bumps,A300
1015,1034,365205,365227,324,47,32,37407,97,134,1364,80,0.4949,0.57,0.7407,0.0199,0.5373,0.9063,0.0,2.5106,1.4314,1.3617,-0.2593,-0.0778,0.8223,Bumps,A300
1023,1048,1036577,1036598,109,32,19,6557,104,126,1690,60,0.3575,0.4115,0.8,0.0177,0.5385,0.9474,0.0,2.0374,1.3802,1.2553,-0.2,-0.1033,0.4465,Bumps,A300
41,210,5798193,5798213,6025,205,105,601643,38,124,1358,40,0.0605,0.4306,0.3823,0.1244,0.673,0.5714,0.0,3.7791,2.2279,1.7708,-0.6176,-0.1926,1.0,K_Scatch,A400
599,608,1341292,1341296,16,7,4,2062,111,140,1360,50,0.8838,0.4,0.5714,0.0052,1.0,1.0,0.0,1.2041,0.8451,0.6021,-0.4286,0.0391,0.1384,Stains,A400
1539,1560,87916,87927,114,20,13,11861,71,116,1652,70,0.1638,0.4647,0.9231,0.0071,0.6,0.9231,0.0,2.0569,1.0792,1.0792,-0.0769,-0.2712,0.2739,Bumps,A300
630,649,365205,365227,153,36,21,17260,89,118,1366,80,0.9685,0.43,0.7143,0.0118,0.5714,0.8095,0.0,2.1847,1.2041,1.1761,-0.2857,-0.2037,0.5212,Bumps,A300
147,172,2265683,2265692,220,23,27,21603,71,111,1354,70,0.2188,0.2955,0.4286,0.0096,0.3823,1.0,1.0,2.3463,1.1139,1.4472,0.5714,-0.2762,0.5378,Z_Scratch,A300
691,743,404761,404774,834,49,31,88556,119,143,1627,40,0.5685,0.3218,0.5926,0.0118,0.3188,1.0,1.0,2.9499,1.2041,1.4914,0.4074,0.0016,0.9998,Pastry,A400
615,625,589740,589752,64,13,14,6757,77,118,1364,50,0.8407,0.2057,0.7143,0.0096,1.0,1.0,1.0,1.8062,1.1139,1.1461,0.2857,-0.3194,0.2532,Bumps,A400
1174,1185,120090,120110,12,6,4,1522,110,133,1360,50,0.2771,0.625,0.6364,0.0037,1.0,1.0,0.0,1.0792,0.699,0.6021,-0.3636,-0.0701,0.1499,Stains,A400
41,214,2629644,2629668,6509,263,141,682403,40,125,1358,40,0.0603,0.4433,0.3873,0.1274,0.6578,0.4733,0.0,3.8342,2.238,1.8633,-0.6127,-0.1852,1.0,K_Scatch,A400
41,194,4689395,4689414,4788,214,118,522331,47,127,1358,40,0.0604,0.3431,0.3758,0.1127,0.7193,0.5268,0.0,3.6802,2.1847,1.716,-0.6242,-0.1746,1.0,K_Scatch,A400
39,215,1601728,1601796,6987,269,141,725465,38,127,1358,40,0.0574,0.4162,0.3864,0.1298,0.654,0.4823,0.0,3.8443,2.2455,1.8325,-0.6136,-0.187,1.0,K_Scatch,A400
1065,1084,563239,563241,495,67,27,52715,77,124,1690,70,0.0662,0.4657,0.3571,0.008,0.4342,0.9655,1.0,2.6776,1.1139,1.4472,0.6429,-0.2195,0.9755,Bumps,A300
2,13,1084661,1084680,226,14,22,22158,111,143,1650,143,0.0036,0.3095,0.5454,0.0053,0.7143,1.0,1.0,2.3541,0.9542,1.3424,0.4545,-0.0231,0.4615,Bumps,A300
1077,1090,1067161,1067171,109,19,11,10747,71,116,1690,70,0.679,0.3566,0.8461,0.0077,0.6842,1.0,0.0,2.0374,1.1139,1.0414,-0.1539,-0.256,0.257,Bumps,A300
39,195,990614,995643,15208,639,359,1689009,23,141,1402,40,0.0557,0.5676,0.8421,0.107,0.2394,0.4005,1.0,4.2013,2.1931,2.2227,0.1579,-0.0944,1.0,K_Scatch,A400
924,933,161967,161984,8,7,5,1123,128,140,1358,50,0.8852,0.5388,0.5714,0.0052,0.8571,0.8,0.0,0.9031,0.8451,0.6021,-0.4286,0.0968,0.1384,Stains,A400
2,15,1620649,1620667,140,14,13,13938,78,110,1686,70,0.0218,0.3776,0.6923,0.0077,0.9286,1.0,1.0,2.1461,1.1139,1.1139,0.3077,-0.2475,0.3479,Bumps,A300
0,12,4309441,4309470,308,39,33,31689,96,111,1354,70,0.0,0.5347,0.5,0.0176,0.6154,1.0,1.0,2.4885,1.3802,1.5185,0.5,-0.2004,0.8612,Z_Scratch,A300
914,934,90910,90937,173,44,33,18361,118,141,1360,40,0.6706,0.3426,0.5454,0.0125,0.5122,0.8182,1.0,2.238,1.2305,1.5185,0.4545,-0.0137,0.4366,Bumps,A400
1329,1340,3980733,3980769,1470,239,134,1461035,27,124,1356,70,0.0556,0.3996,0.3721,0.1141,0.6319,0.4844,0.0,3.1664,2.1903,1.8692,-0.6279,-0.2788,1.0,Z_Scratch,A300
553,567,1689271,1689336,87,33,18,10357,76,125,1364,80,0.8471,0.6094,0.6667,0.0088,0.3636,1.0,1.0,1.9395,1.0792,1.2553,0.3333,-0.1892,0.3601,Bumps,A300
39,216,2896951,2897015,6422,278,134,670952,42,125,1358,40,0.0574,0.4603,0.3864,0.1289,0.6295,0.4925,0.0,3.8084,2.243,1.8325,-0.6136,-0.1851,1.0,K_Scatch,A400
39,214,2786940,2787008,6679,265,125,679238,36,124,1358,40,0.0574,0.4568,0.3884,0.1289,0.6604,0.5385,0.0,3.8197,2.243,1.8261,-0.6116,-0.1902,1.0,K_Scatch,A400
41,218,1647218,1647385,6532,276,136,673434,41,124,1358,40,0.0604,0.4727,0.3954,0.1303,0.7149,0.4389,0.0,3.8252,2.248,1.8129,-0.6047,-0.186,1.0,K_Scatch,A400
1152,1163,817238,817245,155,14,38,17174,104,127,1362,70,0.2872,0.2867,0.3438,0.0081,0.7857,1.0,1.0,2.1903,1.0414,1.5798,0.6563,-0.0904,0.3663,Bumps,A400
196,209,2295428,2295433,83,25,14,10476,120,150,1360,70,0.3097,0.5189,0.2632,0.014,0.92,0.5714,0.0,1.9191,1.2787,0.699,-0.7368,0.0072,0.2007,Z_Scratch,A300
844,853,698409,698420,112,11,11,12782,77,126,1387,40,0.882,0.2121,0.9091,0.0072,1.0,1.0,1.0,2.0492,1.0,1.0414,0.0909,-0.1919,0.2173,Bumps,A400
745,754,3160372,3160387,67,10,10,8361,111,135,1360,40,0.3338,0.2,0.9,0.0059,0.8,1.0,1.0,1.8195,0.9031,1.0,0.1,-0.0358,0.1954,Bumps,A400
1317,1327,9767941,9767962,289,16,40,32134,101,126,1354,40,0.0325,0.2868,0.3,0.0059,0.5,1.0,1.0,2.4609,0.9031,1.6021,0.7,-0.1403,0.7659,Dirtiness,A400
827,843,2212600,2212608,291,34,30,28711,43,143,1666,40,0.7287,0.3801,0.2857,0.0074,0.3429,0.9677,1.0,2.4624,1.0792,1.4771,0.7143,-0.1093,0.8612,Pastry,A400
1287,1302,2401744,2401760,51,24,8,6554,118,140,1650,69,0.4498,0.3875,0.3125,0.0097,0.8333,0.75,0.0,1.7076,1.2041,0.7782,-0.6875,0.0176,0.1852,Bumps,A300
1068,1084,103892,103932,143,36,17,16566,101,119,1360,40,0.4047,0.5464,0.3478,0.0179,0.5385,0.7308,0.0,2.1553,1.3617,1.0792,-0.6522,-0.1361,0.6268,Bumps,A400
827,834,838654,838663,67,10,11,9848,123,132,1387,40,0.6941,0.3232,0.8182,0.0065,0.9,1.0,1.0,1.8261,0.9542,1.0414,0.1818,0.3118,0.2051,K_Scatch,A400
41,194,1413654,1413720,11813,763,441,1320194,33,141,1400,40,0.0586,0.5249,0.9503,0.1127,0.2414,0.4108,1.0,4.0724,2.1931,2.2227,0.0497,-0.0988,1.0,K_Scatch,A400
41,226,152117,152274,13699,696,387,1734628,25,142,1400,40,0.0596,0.5101,0.9412,0.1563,0.2739,0.3884,0.0,4.1367,2.3424,2.2553,-0.0588,-0.0633,1.0,K_Scatch,A400
9,18,1669152,1669220,107,15,20,10612,97,119,1387,40,0.0131,0.3,0.45,0.0066,0.6,1.0,1.0,2.0294,0.9542,1.301,0.55,-0.15,0.3068,Pastry,A400
41,216,1740121,1740188,5702,262,135,588714,48,126,1358,40,0.0604,0.4063,0.4343,0.1261,0.6337,0.4853,0.0,3.7555,2.233,1.8195,-0.5657,-0.1863,1.0,K_Scatch,A400
47,182,398837,398889,3455,198,207,380538,55,127,1360,40,0.0632,0.3987,0.3623,0.1035,0.7172,0.5268,0.0,3.5642,2.1492,1.716,-0.6377,-0.1957,1.0,K_Scatch,A400
1470,1489,2533145,2533151,525,80,61,598890,106,127,1690,70,0.2738,0.5799,0.2069,0.0254,0.3235,0.8182,1.0,2.7235,1.5441,1.6902,0.7931,-0.1232,0.9997,Bumps,A300
856,871,420136,420189,1284,58,173,143988,97,134,1360,40,0.6937,0.4386,0.1837,0.0088,0.2857,1.0,1.0,3.0938,1.0792,2.1818,0.8163,-0.097,1.0,Pastry,A400
1325,1334,2277670,2277688,525,46,58,56864,45,127,1358,40,0.0384,0.398,0.1438,0.0096,0.3611,0.9273,1.0,2.7235,1.1139,1.7708,0.8562,-0.1939,0.9848,K_Scatch,A400
615,625,1338444,1338453,155,15,33,9643,94,133,1366,100,0.9706,0.3131,0.2727,0.0059,0.5333,1.0,1.0,2.1903,0.9031,1.5185,0.7273,-0.1161,0.4913,Dirtiness,A400
41,218,2098521,2098591,7017,274,131,723789,38,119,1356,40,0.0605,0.4084,0.3785,0.1303,0.6196,0.5185,0.0,3.8461,2.248,1.8261,-0.6215,-0.1887,1.0,K_Scatch,A400
699,740,618132,618148,82,18,10,9498,84,126,1628,70,0.9008,0.3462,0.7059,0.0103,0.9444,1.0,0.0,1.9138,1.2305,1.0,-0.2941,-0.2069,0.3419,Bumps,A300
7,19,1720569,1720592,166,21,24,17419,89,111,1356,70,0.0088,0.4353,0.6667,0.0096,0.6191,1.0,1.0,2.2175,1.1139,1.3802,0.3333,-0.2213,0.633,Z_Scratch,A300
1252,1264,513812,514011,926,104,103,104560,114,135,1322,40,0.4019,0.4762,0.1588,0.0101,0.2157,0.932,1.0,2.9708,1.1461,1.9823,0.8412,-0.0292,0.9999,Dirtiness,A400
41,216,1495267,1495336,6182,295,138,639433,41,119,1358,40,0.0604,0.4771,0.3855,0.1291,0.5795,0.4615,0.0,3.7911,2.243,1.8451,-0.6145,-0.1879,1.0,K_Scatch,A400
595,611,1569522,1569536,115,21,15,12193,75,124,1364,100,0.9164,0.37667,0.5333,0.011,0.7143,1.0,1.0,2.0607,1.1761,1.1761,0.4667,-0.1835,0.2288,Bumps,A400
647,658,2377039,2377320,384,26,26,45627,77,109,1364,80,0.1272,0.4055,0.75,0.0155,0.9286,0.8461,1.0,2.5611,1.3222,1.4472,0.25,-0.2988,0.8854,Bumps,A300
460,567,294065,294091,1033,106,539,1289727,111,135,1694,80,0.8943,0.5601,0.0714,0.0242,0.3771,0.9796,1.0,3.0245,1.5682,2.3222,0.9286,-0.0332,1.0,Bumps,A300
919,928,899390,899399,794,58,45,71130,104,132,1387,40,0.5369,0.4103,0.0736,0.0044,0.2093,1.0,1.0,2.8998,0.7782,1.6532,0.9264,-0.0965,0.9994,Pastry,A400
1395,1407,828904,828914,89,12,11,7514,72,93,1696,100,0.3352,0.34,0.9091,0.006,0.8333,1.0,1.0,1.9494,1.0,1.0414,0.0909,-0.3731,0.2173,Bumps,A300
1410,1420,15184,15196,86,14,20,8448,87,109,1692,60,0.2625,0.22,0.6667,0.0059,0.7143,1.0,1.0,1.9345,1.0,1.2553,0.3333,-0.2138,0.266,Pastry,A300
1261,1285,1046621,1046632,145,31,8,18361,116,142,1650,69,0.4355,0.4733,0.6667,0.0158,0.8035,0.6667,0.0,2.1614,1.4314,0.9031,-0.3333,0.0092,0.3285,Bumps,A400
41,218,1740121,1740188,6776,257,132,672664,42,119,1358,40,0.0604,0.4368,0.3554,0.1303,0.6654,0.413,0.0,3.8065,2.248,1.8325,-0.6446,-0.186,1.0,K_Scatch,A400
1122,1130,88073,88091,76,13,12,8566,172,189,1694,100,0.4621,0.4024,0.6429,0.008,0.8461,1.0,1.0,1.8808,1.0414,1.0792,0.3571,0.4831,0.2359,Bumps,A300
0,13,6042280,6042292,822,33,201,92750,90,133,1687,70,0.0,0.4353,0.0662,0.0091,0.3429,1.0,1.0,2.9464,1.1761,2.3032,0.9338,-0.1524,0.9998,Pastry,A400
1641,1648,64701,64720,126,9,12,12424,43,86,1690,60,0.6483,0.3385,0.5454,0.0041,0.7778,1.0,1.0,2.1004,0.8451,1.0792,0.4545,-0.4053,0.2583,Pastry,A300
41,190,1448373,1448535,11388,705,375,1375431,31,141,1402,40,0.0585,0.5027,0.9143,0.1063,0.2113,0.4563,0.0,4.0564,2.1732,2.2041,-0.0857,-0.096,1.0,K_Scatch,A400
523,534,1523382,1523381,54,9,9,7216,104,141,1646,70,0.0707,0.3036,0.8889,0.0059,0.8889,0.8889,1.0,1.7324,0.9031,0.9542,0.1111,-0.0418,0.1696,Bumps,A300
1159,1141,172158,1715848,54,9,18,6241,114,132,1358,100,0.3886,0.5264,0.5652,0.0052,0.7778,1.0,1.0,1.7324,0.8451,1.2553,0.4348,-0.0686,0.1852,Dirtiness,A300
12,24,544375,544389,146,15,24,17753,110,134,1353,120,0.0519,0.3287,0.3333,0.0066,0.6,1.0,1.0,2.1644,0.9542,1.3802,0.6667,-0.0548,0.4025,Dirtiness,A400
619,630,95111,95180,573,53,62,60005,101,140,1364,100,0.9076,0.4974,0.197,0.0153,0.2955,0.9194,1.0,2.7582,1.3222,1.7559,0.803,-0.0974,0.9997,Dirtiness,A400
1368,1378,769086,769100,184,17,23,16076,65,109,1387,50,0.013,0.2899,0.5909,0.0094,0.7647,1.0,1.0,2.2648,1.1139,1.3617,0.4091,-0.2715,0.4729,Pastry,A400
39,189,1445486,1445503,5753,163,83,608995,96,133,1402,40,0.0585,0.4953,0.16,0.0865,0.7458,0.3056,0.0,3.7458,2.0492,1.7482,-0.84,-0.1415,1.0,K_Scatch,A400
43,225,1750768,1750835,14963,1084,538,1837883,27,141,1400,40,0.0613,0.5815,0.9494,0.125,0.2194,0.3878,1.0,4.1453,2.2406,2.2672,0.0506,-0.081,1.0,K_Scatch,A400
41,211,949856,949874,12583,562,361,1383987,38,132,1402,40,0.0585,0.5822,0.9942,0.123,0.2598,0.4276,0.0,4.0885,2.2355,2.2355,-0.0058,-0.188,1.0,K_Scatch,A400
516,528,2488268,2488282,60,13,15,7881,111,140,1364,40,0.7355,0.24,0.6667,0.0059,0.6154,1.0,1.0,1.7781,0.9031,1.1761,0.3333,-0.0999,0.2018,Dirtiness,A400
6,14,1736811,1736822,133,15,19,16217,85,126,1656,40,0.0531,0.3659,0.8235,0.0052,0.5,1.0,1.0,2.1239,0.8451,1.2787,0.1765,-0.1436,0.3945,Bumps,A400
39,186,1417276,141884,11505,572,356,1320194,38,141,1358,40,0.0546,0.5822,0.9639,0.1077,0.2444,0.4114,1.0,4.0564,2.179,2.2201,0.0361,-0.1059,1.0,K_Scatch,A400
1575,1587,1733458,1733471,382,29,50,44883,95,133,1687,60,0.0,0.35,0.16,0.0037,0.3333,1.0,1.0,2.5832,0.699,1.699,0.84,-0.1423,0.9254,Dirtiness,A400
833,861,2776296,2776362,2643,230,294,296273,46,124,1592,300,0.6785,0.4639,0.1068,0.0168,0.1078,0.9861,1.0,3.4221,1.3617,2.4683,0.8932,-0.1856,1.0,Pastry,A400
41,212,1332025,133203,5933,274,136,654358,43,126,1358,40,0.0604,0.4562,0.3954,0.1259,0.6387,0.4643,0.0,3.7787,2.233,1.8389,-0.6047,-0.18,1.0,K_Scatch,A400
39,212,1970779,1970846,6603,263,143,685255,38,127,1358,40,0.0574,0.4332,0.3918,0.1261,0.5429,0.4685,0.0,3.8197,2.233,1.8195,-0.6082,-0.1853,1.0,K_Scatch,A400
39,52,983183,983189,51,27,11,5442,84,119,1356,70,0.0147,0.3688,0.6471,0.0125,0.5294,0.7647,0.0,1.7076,1.2305,1.0414,-0.3529,-0.2251,0.2432,Z_Scratch,A300
754,770,2463108,2463122,54,10,14,6859,91,124,1687,100,0.9669,0.2899,0.8571,0.0047,0.9,1.0,1.0,1.7324,0.9031,1.1461,0.1429,-0.1339,0.2901,Bumps,A300
476,493,1679793,1679864,83,15,12,7990,104,132,1710,100,0.6011,0.3567,0.6667,0.0059,0.6667,1.0,1.0,1.9191,1.0,1.0792,0.3333,-0.0965,0.2018,Bumps,A300
1589,1598,48467,48480,102,17,14,7182,56,110,1654,80,0.1093,0.311,0.8571,0.0053,0.5882,1.0,1.0,2.0043,1.0414,1.1461,0.1429,-0.4168,0.2901,Bumps,A300
1589,1601,1370973,1370988,51,17,12,4561,81,111,1698,100,0.0221,0.2955,0.75,0.0066,0.5294,1.0,1.0,1.7076,0.9542,1.0792,0.25,-0.2415,0.215,Pastry,A400
789,797,155584,155593,138,25,20,16759,100,133,1362,70,0.8687,0.3,0.8,0.0116,0.64,1.0,1.0,2.1399,1.2041,1.301,0.2,-0.1184,0.5296,Bumps,A300
965,974,1637218,1637282,66,14,6,6543,84,116,1652,70,0.9383,0.25,0.6364,0.0072,0.8571,1.0,0.0,1.8195,1.0792,0.7782,-0.3636,-0.2194,0.1822,Bumps,A300
1,16,7430,7458,140,20,20,13662,66,108,1373,40,0.0059,0.2667,0.8,0.0095,0.8,1.0,1.0,2.1461,1.2041,1.301,0.2,-0.2816,0.5296,K_Scatch,A400
604,621,183688,183711,170,31,17,21548,109,140,1694,143,0.9585,0.3875,0.8461,0.0162,0.7097,0.88,0.0,2.2304,1.3424,1.0414,-0.1539,-0.0071,0.4913,Bumps,A300
39,192,2552670,2552812,11809,621,400,1367596,36,141,1400,40,0.0557,0.5084,0.9535,0.1086,0.2573,0.3925,1.0,4.0722,2.1818,2.1959,0.0465,-0.1077,1.0,K_Scatch,A400
525,538,643180,643193,122,17,19,14809,95,134,1358,70,0.776,0.2829,0.5789,0.0081,0.6471,1.0,1.0,2.0864,1.0414,1.2787,0.4211,-0.1093,0.3494,Bumps,A400
41,194,1436089,1438802,13033,617,387,1507763,30,141,1402,40,0.0585,0.4562,0.962,0.1057,0.2546,0.4639,1.0,4.1153,2.1703,2.2279,0.038,-0.1049,1.0,K_Scatch,A400
1049,1059,2032058,2032067,56,13,9,5966,92,127,1710,100,0.45,0.2222,0.8889,0.0053,0.6923,1.0,1.0,1.7482,0.9542,0.9542,0.1111,-0.1244,0.1753,Bumps,A300
1229,1235,1667032,1667036,17,9,4,2167,109,144,1360,50,0.1735,0.2917,0.6667,0.0044,0.6667,1.0,0.0,1.2305,0.7782,0.6021,-0.3333,-0.0041,0.1353,Stains,A400
623,631,338690,338716,308,50,26,31583,91,133,1364,70,0.0,0.5357,0.7692,0.0147,0.6,0.8261,0.0,2.4885,1.301,1.415,-0.2308,-0.1384,0.9685,Bumps,A300
1084,1114,2433462,2433491,4663,307,377,517021,91,133,1360,100,0.3112,0.4692,0.0638,0.0107,0.0909,0.9973,1.0,3.6774,1.2553,2.5752,0.9362,-0.1852,1.0,Pastry,A400
